order_number,customer_email,shop_code,shipping_address_code,status,ordered_at,currency,subtotal,discount_total,tax_total,total
ORD000392,cust0097@example.com,SHOP001,ADDR0067A,paid,2025-06-01T10:20:12+00:00,GBP,1222.66,61.13,95.25,1256.78
ORD000393,cust0155@example.com,SHOP001,ADDR0060A,paid,2025-01-14T18:17:46+00:00,USD,4502.48,225.12,350.74,4628.10
ORD000394,cust0005@example.com,SHOP007,ADDR0161A,paid,2025-01-22T20:52:24+00:00,GBP,272.52,13.63,21.23,280.12
ORD000395,cust0126@example.com,SHOP006,ADDR0167A,paid,2025-04-02T09:29:05+00:00,EUR,9182.30,459.12,715.30,9438.48
ORD000396,cust0151@example.com,SHOP007,ADDR0085B,paid,2025-10-24T08:18:41+00:00,USD,1927.70,96.38,150.17,1981.49
ORD000397,cust0056@example.com,SHOP004,ADDR0124A,shipped,2025-06-10T14:45:29+00:00,USD,4299.99,215.00,334.97,4419.96
ORD000398,cust0064@example.com,SHOP001,ADDR0054B,paid,2025-05-19T15:19:34+00:00,USD,1815.91,90.80,141.46,1866.57
ORD000399,cust0040@example.com,SHOP007,ADDR0113B,refunded,2025-06-08T16:44:47+00:00,EUR,3522.24,176.11,274.38,3620.51
ORD000400,cust0167@example.com,SHOP003,ADDR0119A,shipped,2026-06-13T00:51:38+00:00,EUR,1733.22,86.66,135.02,1781.58
ORD000401,cust0068@example.com,SHOP007,ADDR0152B,paid,2025-03-11T16:56:26+00:00,GBP,13009.55,650.48,1013.44,13372.51
ORD000402,cust0011@example.com,SHOP007,ADDR0028B,shipped,2025-10-21T21:37:23+00:00,EUR,13192.83,659.64,1027.72,13560.91
ORD000403,cust0016@example.com,SHOP007,,shipped,2025-09-09T00:27:24+00:00,GBP,5913.62,295.68,460.67,6078.61
ORD000404,cust0056@example.com,SHOP005,ADDR0171B,paid,2026-05-18T20:27:01+00:00,USD,3741.55,187.08,291.47,3845.94
ORD000405,cust0122@example.com,SHOP006,ADDR0119B,shipped,2025-10-04T14:42:28+00:00,EUR,13863.84,693.19,1079.99,14250.64
ORD000406,cust0131@example.com,SHOP002,ADDR0167A,paid,2025-04-02T14:34:58+00:00,EUR,122.55,6.13,9.55,125.97
ORD000407,cust0064@example.com,SHOP003,ADDR0046A,paid,2025-04-13T07:30:00+00:00,GBP,10656.10,532.80,830.11,10953.41
ORD000408,cust0064@example.com,SHOP001,ADDR0070A,paid,2026-02-26T02:02:44+00:00,GBP,2864.50,143.22,223.14,2944.42
ORD000409,cust0037@example.com,SHOP007,ADDR0129A,shipped,2026-07-01T03:40:36+00:00,USD,6181.61,309.08,481.55,6354.08
ORD000410,cust0067@example.com,SHOP005,ADDR0168B,paid,2025-04-14T03:52:57+00:00,USD,1580.48,79.02,123.12,1624.58
ORD000411,cust0050@example.com,SHOP001,ADDR0135A,paid,2026-06-03T07:19:12+00:00,USD,3787.75,189.39,295.07,3893.43
ORD000412,cust0173@example.com,SHOP005,ADDR0031A,paid,2025-07-30T00:26:13+00:00,USD,1205.04,60.25,93.87,1238.66
ORD000413,cust0035@example.com,SHOP005,ADDR0127A,shipped,2025-11-29T19:06:56+00:00,GBP,8585.00,429.25,668.77,8824.52
ORD000414,cust0081@example.com,SHOP006,ADDR0048B,shipped,2026-07-17T23:05:49+00:00,GBP,4565.92,228.30,355.68,4693.30
ORD000415,cust0106@example.com,SHOP007,ADDR0020A,cancelled,2026-01-13T10:35:29+00:00,EUR,186.01,0.00,15.25,201.26
ORD000416,cust0001@example.com,SHOP003,ADDR0045A,shipped,2025-12-10T21:58:57+00:00,USD,5191.50,259.58,404.42,5336.34
ORD000417,cust0067@example.com,SHOP002,ADDR0012A,shipped,2025-07-02T10:18:40+00:00,EUR,1762.35,88.12,137.29,1811.52
ORD000418,cust0118@example.com,SHOP003,ADDR0028A,paid,2026-04-15T02:48:52+00:00,GBP,4724.39,236.22,368.03,4856.20
ORD000419,cust0119@example.com,SHOP006,ADDR0019B,draft,2026-03-27T06:46:54+00:00,EUR,6352.98,0.00,520.94,6873.92
ORD000420,cust0103@example.com,SHOP003,ADDR0007B,paid,2025-07-06T07:12:37+00:00,GBP,4850.82,242.54,377.88,4986.16
ORD000421,cust0111@example.com,SHOP004,ADDR0082B,paid,2026-04-12T23:46:41+00:00,GBP,5363.41,268.17,417.81,5513.05
ORD000422,cust0095@example.com,SHOP007,ADDR0105A,cancelled,2025-11-22T23:38:04+00:00,USD,12070.48,0.00,989.78,13060.26
ORD000423,cust0046@example.com,SHOP001,ADDR0093A,shipped,2026-08-21T15:59:28+00:00,USD,4513.91,225.70,351.63,4639.84
ORD000424,cust0096@example.com,SHOP007,ADDR0073A,paid,2026-03-29T19:08:24+00:00,EUR,12322.31,616.12,959.91,12666.10
ORD000425,cust0131@example.com,SHOP002,ADDR0142B,paid,2025-08-23T07:41:44+00:00,EUR,9673.75,483.69,753.58,9943.64
ORD000426,cust0009@example.com,SHOP004,ADDR0048A,draft,2026-04-30T03:04:25+00:00,EUR,4333.96,0.00,355.38,4689.34
ORD000427,cust0081@example.com,SHOP004,ADDR0160B,shipped,2026-05-26T17:56:10+00:00,USD,2407.31,120.37,187.53,2474.47
ORD000428,cust0003@example.com,SHOP004,ADDR0026A,paid,2025-04-30T06:16:50+00:00,GBP,14718.36,735.92,1146.56,15129.00
ORD000429,cust0180@example.com,SHOP003,ADDR0175B,paid,2026-06-13T10:08:29+00:00,USD,2479.24,123.96,193.13,2548.41
ORD000430,cust0023@example.com,SHOP002,ADDR0016B,paid,2025-02-22T04:37:43+00:00,EUR,3309.73,165.49,257.83,3402.07
ORD000431,cust0096@example.com,SHOP004,ADDR0056A,refunded,2026-07-05T06:41:40+00:00,EUR,5178.59,258.93,403.41,5323.07
ORD000432,cust0074@example.com,SHOP003,ADDR0121A,paid,2025-11-29T07:59:34+00:00,EUR,4322.57,216.13,336.73,4443.17
ORD000433,cust0118@example.com,SHOP003,ADDR0116B,paid,2025-10-13T10:21:20+00:00,GBP,4114.42,205.72,320.51,4229.21
ORD000434,cust0069@example.com,SHOP002,ADDR0040A,paid,2025-06-04T02:54:03+00:00,USD,581.28,29.06,45.28,597.50
ORD000435,cust0152@example.com,SHOP007,ADDR0111A,paid,2025-02-17T04:01:37+00:00,EUR,2372.26,118.61,184.80,2438.45
ORD000436,cust0132@example.com,SHOP007,ADDR0039B,refunded,2026-02-11T22:31:16+00:00,GBP,669.67,33.48,52.17,688.36
ORD000437,cust0061@example.com,SHOP003,ADDR0161A,cancelled,2025-06-03T10:58:22+00:00,GBP,8593.18,0.00,704.64,9297.82
ORD000438,cust0068@example.com,SHOP007,ADDR0057B,shipped,2025-11-14T12:50:05+00:00,USD,1243.19,62.16,96.84,1277.87
ORD000439,cust0142@example.com,SHOP007,ADDR0114A,shipped,2026-06-23T10:30:48+00:00,USD,4091.06,204.55,318.69,4205.20
ORD000440,cust0048@example.com,SHOP006,ADDR0140A,paid,2026-06-11T04:20:55+00:00,USD,3654.54,182.73,284.69,3756.50
ORD000441,cust0060@example.com,SHOP006,ADDR0087A,paid,2026-06-11T01:47:31+00:00,USD,2122.74,106.14,165.36,2181.96
ORD000442,cust0017@example.com,SHOP005,ADDR0094B,paid,2025-04-20T05:53:30+00:00,USD,5757.82,287.89,448.53,5918.46
ORD000443,cust0006@example.com,SHOP005,ADDR0083A,paid,2025-12-10T12:30:50+00:00,USD,3995.99,199.80,311.29,4107.48
ORD000444,cust0033@example.com,SHOP001,ADDR0110B,shipped,2025-07-31T22:59:56+00:00,GBP,2126.55,106.33,165.66,2185.88
ORD000445,cust0059@example.com,SHOP002,ADDR0103A,paid,2025-10-08T06:30:48+00:00,USD,925.40,46.27,72.09,951.22
ORD000446,cust0156@example.com,SHOP003,ADDR0125A,cancelled,2026-02-25T19:16:03+00:00,EUR,12596.51,0.00,1032.91,13629.42
ORD000447,cust0068@example.com,SHOP004,ADDR0112B,paid,2026-05-09T07:29:54+00:00,EUR,10299.11,514.96,802.30,10586.45
ORD000448,cust0081@example.com,SHOP003,ADDR0135A,paid,2025-09-26T17:26:47+00:00,EUR,17239.17,861.96,1342.93,17720.14
ORD000449,cust0066@example.com,SHOP003,ADDR0079A,paid,2025-06-05T18:34:57+00:00,EUR,14911.61,745.58,1161.61,15327.64
ORD000450,cust0164@example.com,SHOP005,ADDR0065A,shipped,2025-09-20T15:29:44+00:00,GBP,3004.85,150.24,234.08,3088.69
ORD000451,cust0155@example.com,SHOP002,ADDR0030B,paid,2025-09-15T07:51:40+00:00,GBP,1348.47,67.42,105.05,1386.10
ORD000452,cust0074@example.com,SHOP002,ADDR0083A,paid,2026-05-31T17:29:41+00:00,GBP,4392.19,219.61,342.15,4514.73
ORD000453,cust0077@example.com,SHOP005,ADDR0122B,paid,2025-12-05T22:24:01+00:00,EUR,1361.22,68.06,106.04,1399.20
ORD000454,cust0124@example.com,SHOP005,ADDR0032A,shipped,2025-09-22T04:58:53+00:00,GBP,15820.65,791.03,1232.43,16262.05
ORD000455,cust0097@example.com,SHOP005,ADDR0175B,paid,2025-01-30T15:53:07+00:00,GBP,788.63,39.43,61.43,810.63
ORD000456,cust0008@example.com,SHOP003,ADDR0141A,paid,2025-06-22T20:09:36+00:00,USD,7353.75,367.69,572.86,7558.92
ORD000457,cust0059@example.com,SHOP002,ADDR0116B,paid,2025-01-28T16:40:33+00:00,GBP,2723.31,136.17,212.15,2799.29
ORD000458,cust0137@example.com,SHOP002,ADDR0028A,shipped,2025-09-26T17:25:27+00:00,USD,6160.16,308.01,479.88,6332.03
ORD000459,cust0158@example.com,SHOP003,ADDR0118B,paid,2026-01-01T20:18:38+00:00,GBP,899.16,44.96,70.04,924.24
ORD000460,cust0080@example.com,SHOP003,ADDR0162A,paid,2025-12-07T09:13:56+00:00,EUR,4523.08,226.15,352.35,4649.28
ORD000461,cust0070@example.com,SHOP003,ADDR0091A,shipped,2026-05-23T10:59:40+00:00,USD,4751.04,237.55,370.11,4883.60
ORD000462,cust0054@example.com,SHOP003,ADDR0114A,paid,2025-03-21T12:38:17+00:00,USD,10935.06,546.75,851.84,11240.15
ORD000463,cust0079@example.com,SHOP005,ADDR0001A,paid,2026-08-24T19:47:44+00:00,GBP,5007.93,250.40,390.12,5147.65
ORD000464,cust0031@example.com,SHOP006,ADDR0090B,paid,2025-10-01T11:04:35+00:00,GBP,4419.42,220.97,344.27,4542.72
ORD000465,cust0073@example.com,SHOP006,ADDR0144B,paid,2025-10-11T05:26:10+00:00,GBP,445.02,22.25,34.67,457.44
ORD000466,cust0153@example.com,SHOP002,ADDR0079A,paid,2025-07-07T20:27:36+00:00,USD,6171.07,308.55,480.73,6343.25
ORD000467,cust0124@example.com,SHOP001,ADDR0118B,draft,2025-08-27T10:48:38+00:00,GBP,8308.59,0.00,681.30,8989.89
ORD000468,cust0027@example.com,SHOP001,ADDR0077A,draft,2025-01-03T04:39:01+00:00,GBP,9039.66,0.00,741.25,9780.91
ORD000469,cust0004@example.com,SHOP001,ADDR0051A,paid,2025-04-14T16:55:29+00:00,USD,3519.90,176.00,274.20,3618.10
ORD000470,cust0142@example.com,SHOP003,ADDR0145A,paid,2026-06-30T13:22:51+00:00,EUR,5096.06,254.80,396.98,5238.24
ORD000471,cust0103@example.com,SHOP002,ADDR0180A,cancelled,2025-09-30T18:49:49+00:00,EUR,6969.69,0.00,571.51,7541.20
ORD000472,cust0162@example.com,SHOP002,ADDR0027B,draft,2026-04-23T01:12:23+00:00,EUR,3007.53,0.00,246.62,3254.15
ORD000473,cust0052@example.com,SHOP001,ADDR0129A,paid,2026-03-30T07:12:26+00:00,GBP,13489.61,674.48,1050.84,13865.97
ORD000474,cust0115@example.com,SHOP003,ADDR0054B,paid,2025-05-13T05:52:19+00:00,EUR,2914.68,145.73,227.05,2996.00
ORD000475,cust0115@example.com,SHOP003,ADDR0056A,refunded,2025-10-26T02:54:31+00:00,GBP,808.76,40.44,63.00,831.32
ORD000476,cust0001@example.com,SHOP005,ADDR0080A,cancelled,2025-12-01T07:30:18+00:00,USD,2621.95,0.00,215.00,2836.95
ORD000477,cust0150@example.com,SHOP002,ADDR0088B,paid,2025-01-07T08:30:18+00:00,GBP,6396.93,319.85,498.32,6575.40
ORD000478,cust0080@example.com,SHOP005,ADDR0092A,paid,2025-02-21T16:45:33+00:00,GBP,14193.11,709.66,1105.64,14589.09
ORD000479,cust0115@example.com,SHOP005,ADDR0152B,paid,2025-07-20T19:31:19+00:00,EUR,13323.28,666.16,1037.88,13695.00
ORD000480,cust0070@example.com,SHOP004,ADDR0161A,refunded,2026-06-24T08:05:39+00:00,USD,3100.88,155.04,241.56,3187.40
ORD000481,cust0031@example.com,SHOP004,ADDR0035A,shipped,2026-08-21T13:33:28+00:00,GBP,5922.48,296.12,461.36,6087.72
ORD000482,cust0114@example.com,SHOP001,ADDR0067B,draft,2025-09-03T23:34:36+00:00,USD,5056.22,0.00,414.61,5470.83
ORD000483,cust0130@example.com,SHOP005,ADDR0118A,shipped,2025-10-01T18:07:08+00:00,GBP,14652.91,732.65,1141.46,15061.72
ORD000484,cust0036@example.com,SHOP001,ADDR0141A,draft,2025-05-07T23:37:03+00:00,EUR,5918.73,0.00,485.34,6404.07
ORD000485,cust0152@example.com,SHOP004,ADDR0019A,paid,2025-06-01T02:35:07+00:00,USD,5592.43,279.62,435.65,5748.46
ORD000486,cust0156@example.com,SHOP003,ADDR0133B,shipped,2026-05-14T03:15:47+00:00,GBP,2100.73,105.04,163.65,2159.34
ORD000487,cust0047@example.com,SHOP007,ADDR0148B,shipped,2025-03-07T02:46:51+00:00,USD,2789.62,139.48,217.31,2867.45
ORD000488,cust0089@example.com,SHOP006,ADDR0076B,paid,2025-04-18T14:28:17+00:00,USD,1428.03,71.40,111.24,1467.87
ORD000489,cust0045@example.com,SHOP006,ADDR0133A,paid,2025-09-22T05:42:18+00:00,GBP,4533.36,226.67,353.15,4659.84
ORD000490,cust0103@example.com,SHOP002,ADDR0152A,paid,2025-12-06T22:34:47+00:00,USD,6487.94,324.40,505.41,6668.95
ORD000491,cust0024@example.com,SHOP003,ADDR0028A,shipped,2026-01-14T12:20:38+00:00,GBP,996.64,49.83,77.64,1024.45
ORD000492,cust0009@example.com,SHOP001,ADDR0066A,paid,2026-01-18T23:48:03+00:00,EUR,9990.05,499.50,778.23,10268.78
ORD000493,cust0128@example.com,SHOP006,ADDR0072A,paid,2025-03-06T12:38:07+00:00,EUR,6512.08,325.60,507.29,6693.77
ORD000494,cust0111@example.com,SHOP001,ADDR0073B,shipped,2026-04-03T20:16:25+00:00,USD,6295.94,314.80,490.45,6471.59
ORD000495,cust0108@example.com,SHOP004,ADDR0024A,paid,2026-06-11T21:41:54+00:00,GBP,464.98,23.25,36.22,477.95
ORD000496,cust0013@example.com,SHOP004,ADDR0138A,paid,2026-04-13T11:43:23+00:00,USD,3558.48,177.92,277.21,3657.77
ORD000497,cust0018@example.com,SHOP002,ADDR0115A,paid,2025-06-01T02:16:38+00:00,GBP,11847.46,592.37,922.92,12178.01
ORD000498,cust0114@example.com,SHOP006,ADDR0038B,paid,2025-08-09T12:54:21+00:00,GBP,8076.32,403.82,629.14,8301.64
ORD000499,cust0097@example.com,SHOP007,ADDR0127B,paid,2025-01-11T11:58:19+00:00,USD,1785.97,89.30,139.13,1835.80
ORD000500,cust0066@example.com,SHOP002,ADDR0071A,refunded,2026-03-30T00:40:44+00:00,EUR,367.59,18.38,28.64,377.85
ORD000501,cust0061@example.com,SHOP001,ADDR0017A,paid,2025-06-22T15:31:04+00:00,GBP,8148.31,407.42,634.75,8375.64
ORD000502,cust0045@example.com,SHOP005,ADDR0157A,paid,2025-09-25T16:32:05+00:00,USD,779.69,38.98,60.74,801.45
ORD000503,cust0003@example.com,SHOP005,ADDR0076A,paid,2025-07-28T07:08:57+00:00,GBP,2917.71,145.89,227.29,2999.11
ORD000504,cust0079@example.com,SHOP003,ADDR0134A,shipped,2026-06-07T06:30:45+00:00,EUR,5009.87,250.49,390.27,5149.65
ORD000505,cust0118@example.com,SHOP006,ADDR0144B,shipped,2025-03-20T16:29:11+00:00,GBP,6775.37,338.77,527.80,6964.40
ORD000506,cust0165@example.com,SHOP003,ADDR0106A,shipped,2026-04-06T10:27:53+00:00,GBP,12599.20,629.96,981.48,12950.72
ORD000507,cust0022@example.com,SHOP004,ADDR0053A,paid,2026-03-11T09:11:21+00:00,EUR,5397.66,269.88,420.48,5548.26
ORD000508,cust0055@example.com,SHOP007,ADDR0067B,paid,2026-03-31T06:41:19+00:00,GBP,17032.26,851.61,1326.81,17507.46
ORD000509,cust0003@example.com,SHOP005,ADDR0163A,paid,2025-12-06T08:27:05+00:00,GBP,4660.71,233.04,363.07,4790.74
ORD000510,cust0034@example.com,SHOP001,ADDR0175A,paid,2025-08-06T10:00:27+00:00,EUR,6375.56,318.78,496.66,6553.44
ORD000511,cust0005@example.com,SHOP006,ADDR0084B,paid,2025-02-25T00:05:27+00:00,USD,13194.26,659.71,1027.83,13562.38
ORD000512,cust0180@example.com,SHOP001,ADDR0117A,paid,2025-03-20T09:55:39+00:00,EUR,6274.07,313.70,488.75,6449.12
ORD000513,cust0131@example.com,SHOP005,ADDR0149A,paid,2025-10-14T07:33:42+00:00,USD,6934.34,346.72,540.18,7127.80
ORD000514,cust0026@example.com,SHOP006,ADDR0139A,shipped,2026-01-29T02:27:25+00:00,GBP,9547.47,477.37,743.75,9813.85
ORD000515,cust0141@example.com,SHOP007,ADDR0156B,cancelled,2025-02-06T09:30:42+00:00,GBP,5469.32,0.00,448.48,5917.80
ORD000516,cust0033@example.com,SHOP002,ADDR0087A,paid,2025-12-04T11:05:35+00:00,EUR,7711.44,385.57,600.72,7926.59
ORD000517,cust0064@example.com,SHOP003,ADDR0084A,paid,2026-02-23T21:30:54+00:00,USD,3647.53,182.38,284.14,3749.29
ORD000518,cust0104@example.com,SHOP003,ADDR0140A,paid,2025-01-11T19:35:34+00:00,USD,1113.80,55.69,86.77,1144.88
ORD000519,cust0124@example.com,SHOP005,ADDR0168A,paid,2026-02-21T11:15:39+00:00,USD,1793.83,89.69,139.74,1843.88
ORD000520,cust0077@example.com,SHOP005,ADDR0028B,shipped,2026-06-10T07:45:32+00:00,EUR,4001.95,200.10,311.75,4113.60
ORD000521,cust0083@example.com,SHOP002,ADDR0087B,cancelled,2025-01-26T01:02:50+00:00,EUR,133.56,0.00,10.95,144.51
ORD000522,cust0153@example.com,SHOP004,ADDR0026A,shipped,2025-04-08T02:05:55+00:00,USD,5745.02,287.25,447.54,5905.31
ORD000523,cust0150@example.com,SHOP002,ADDR0134A,paid,2025-09-25T20:16:05+00:00,EUR,9184.13,459.21,715.44,9440.36
ORD000524,cust0043@example.com,SHOP005,ADDR0129B,paid,2025-03-10T22:30:08+00:00,USD,8967.93,448.40,698.60,9218.13
ORD000525,cust0132@example.com,SHOP005,ADDR0086A,paid,2025-01-31T06:11:19+00:00,GBP,671.13,33.56,52.28,689.85
ORD000526,cust0177@example.com,SHOP003,ADDR0119B,paid,2025-11-02T22:37:14+00:00,GBP,5461.01,273.05,425.41,5613.37
ORD000527,cust0111@example.com,SHOP004,ADDR0088B,paid,2026-01-11T00:31:17+00:00,EUR,4992.15,249.61,388.89,5131.43
ORD000528,cust0021@example.com,SHOP005,ADDR0168B,shipped,2025-09-04T12:05:17+00:00,GBP,9320.76,466.04,726.09,9580.81
ORD000529,cust0025@example.com,SHOP006,ADDR0065A,shipped,2025-07-13T23:28:45+00:00,USD,6924.76,346.24,539.44,7117.96
ORD000530,cust0117@example.com,SHOP003,ADDR0039B,paid,2026-03-04T17:38:10+00:00,GBP,414.59,20.73,32.30,426.16
ORD000531,cust0016@example.com,SHOP004,ADDR0180A,refunded,2025-06-26T18:18:57+00:00,EUR,565.40,28.27,44.04,581.17
ORD000532,cust0099@example.com,SHOP006,ADDR0010A,cancelled,2025-07-05T08:18:39+00:00,EUR,32.90,0.00,2.70,35.60
ORD000533,cust0075@example.com,SHOP007,ADDR0038A,paid,2026-07-04T04:54:54+00:00,EUR,2528.94,126.45,197.00,2599.49
ORD000534,cust0059@example.com,SHOP005,ADDR0006A,paid,2026-06-19T12:37:52+00:00,EUR,7656.30,382.82,596.43,7869.91
ORD000535,cust0089@example.com,SHOP002,ADDR0109A,paid,2025-09-23T04:00:33+00:00,GBP,2836.83,141.84,220.99,2915.98
ORD000536,cust0055@example.com,SHOP004,ADDR0167A,shipped,2025-08-14T09:36:08+00:00,EUR,670.96,33.55,52.27,689.68
ORD000537,cust0025@example.com,SHOP003,ADDR0068A,shipped,2026-05-12T21:34:13+00:00,GBP,3783.11,189.16,294.70,3888.65
ORD000538,cust0032@example.com,SHOP002,ADDR0136A,paid,2026-07-08T06:44:01+00:00,USD,2425.52,121.28,188.95,2493.19
ORD000539,cust0146@example.com,SHOP005,ADDR0075B,paid,2025-05-03T22:52:37+00:00,EUR,1784.34,89.22,139.00,1834.12
ORD000540,cust0091@example.com,SHOP006,ADDR0054A,paid,2025-03-06T23:20:34+00:00,USD,4866.37,243.32,379.09,5002.14
ORD000541,cust0023@example.com,SHOP003,ADDR0103A,paid,2025-02-02T09:33:58+00:00,USD,9538.60,476.93,743.06,9804.73
ORD000542,cust0047@example.com,SHOP006,ADDR0084B,paid,2025-12-29T05:23:04+00:00,EUR,1186.09,59.30,92.40,1219.19
ORD000543,cust0078@example.com,SHOP006,ADDR0177A,shipped,2026-05-09T03:40:56+00:00,EUR,4571.75,228.59,356.14,4699.30
ORD000544,cust0041@example.com,SHOP002,ADDR0045A,paid,2026-07-10T10:08:08+00:00,USD,2825.59,141.28,220.11,2904.42
ORD000545,cust0038@example.com,SHOP002,ADDR0003B,cancelled,2025-05-03T15:12:25+00:00,EUR,5668.17,0.00,464.79,6132.96
ORD000546,cust0071@example.com,SHOP001,ADDR0065A,paid,2025-07-20T19:22:53+00:00,EUR,5147.07,257.35,400.96,5290.68
ORD000547,cust0016@example.com,SHOP002,ADDR0115A,paid,2026-07-26T00:51:55+00:00,USD,2750.79,137.54,214.29,2827.54
ORD000548,cust0134@example.com,SHOP004,ADDR0112B,paid,2025-01-21T22:21:18+00:00,GBP,5262.27,263.11,409.93,5409.09
ORD000549,cust0117@example.com,SHOP006,ADDR0147B,paid,2026-04-18T04:54:19+00:00,GBP,2386.83,119.34,185.93,2453.42
ORD000550,cust0071@example.com,SHOP001,ADDR0043A,shipped,2025-01-01T09:36:39+00:00,USD,10090.86,504.54,786.08,10372.40
ORD000551,cust0126@example.com,SHOP001,ADDR0016B,paid,2025-04-02T09:48:36+00:00,GBP,2206.80,110.34,171.91,2268.37
ORD000552,cust0142@example.com,SHOP004,ADDR0154A,paid,2025-12-02T20:34:43+00:00,EUR,10078.56,503.93,785.12,10359.75
ORD000553,cust0040@example.com,SHOP004,ADDR0011B,paid,2025-01-05T14:54:40+00:00,USD,8396.82,419.84,654.11,8631.09
ORD000554,cust0143@example.com,SHOP002,ADDR0038B,draft,2026-06-24T04:34:29+00:00,EUR,3056.86,0.00,250.66,3307.52
ORD000555,cust0085@example.com,SHOP002,ADDR0001A,shipped,2026-05-29T04:39:44+00:00,EUR,8626.66,431.33,672.02,8867.35
ORD000556,cust0146@example.com,SHOP006,ADDR0162A,shipped,2025-01-02T17:30:45+00:00,GBP,3324.46,166.22,258.98,3417.22
ORD000557,cust0103@example.com,SHOP005,ADDR0036A,shipped,2025-02-09T18:56:10+00:00,EUR,8620.00,431.00,671.50,8860.50
ORD000558,cust0158@example.com,SHOP004,ADDR0119A,shipped,2026-05-29T04:33:21+00:00,GBP,4435.17,221.76,345.50,4558.91
ORD000559,cust0176@example.com,SHOP007,ADDR0138A,draft,2025-01-24T04:58:28+00:00,GBP,4871.10,0.00,399.43,5270.53
ORD000560,cust0131@example.com,SHOP006,ADDR0042B,cancelled,2026-08-14T17:25:13+00:00,GBP,4291.97,0.00,351.94,4643.91
ORD000561,cust0080@example.com,SHOP006,ADDR0115A,paid,2025-07-30T04:58:45+00:00,GBP,6928.01,346.40,539.69,7121.30
ORD000562,cust0065@example.com,SHOP001,ADDR0063A,cancelled,2025-03-07T18:11:42+00:00,EUR,10473.31,0.00,858.81,11332.12
ORD000563,cust0088@example.com,SHOP004,ADDR0010B,shipped,2026-07-27T19:43:08+00:00,EUR,10297.93,514.90,802.21,10585.24
ORD000564,cust0132@example.com,SHOP004,ADDR0057B,paid,2025-05-03T08:08:22+00:00,GBP,9725.00,486.25,757.58,9996.33
ORD000565,cust0119@example.com,SHOP003,ADDR0030A,shipped,2025-09-15T18:07:09+00:00,EUR,1529.75,76.49,119.17,1572.43
ORD000566,cust0088@example.com,SHOP004,ADDR0025A,paid,2025-09-03T16:41:05+00:00,EUR,9734.35,486.72,758.31,10005.94
ORD000567,cust0157@example.com,SHOP006,ADDR0139A,paid,2026-01-19T16:22:13+00:00,EUR,3510.82,175.54,273.49,3608.77
ORD000568,cust0005@example.com,SHOP005,ADDR0145A,paid,2025-06-21T00:20:52+00:00,EUR,1249.43,62.47,97.33,1284.29
ORD000569,cust0163@example.com,SHOP004,ADDR0118A,paid,2026-08-04T23:37:34+00:00,EUR,5576.22,278.81,434.39,5731.80
ORD000570,cust0132@example.com,SHOP007,ADDR0116B,paid,2025-07-12T05:56:48+00:00,EUR,5665.52,283.28,441.34,5823.58
ORD000571,cust0151@example.com,SHOP001,ADDR0053A,shipped,2025-05-14T12:59:19+00:00,GBP,1006.17,50.31,78.38,1034.24
ORD000572,cust0005@example.com,SHOP003,ADDR0144A,paid,2025-01-29T19:12:34+00:00,GBP,2388.80,119.44,186.09,2455.45
ORD000573,cust0099@example.com,SHOP006,ADDR0022B,shipped,2025-07-20T01:00:55+00:00,USD,3543.69,177.18,276.05,3642.56
ORD000574,cust0006@example.com,SHOP002,ADDR0108A,shipped,2026-05-23T21:45:00+00:00,USD,1775.31,88.77,138.30,1824.84
ORD000575,cust0178@example.com,SHOP003,ADDR0083B,paid,2025-02-26T17:22:11+00:00,USD,8847.04,442.35,689.18,9093.87
ORD000576,cust0076@example.com,SHOP003,ADDR0072A,paid,2025-07-30T08:35:18+00:00,EUR,2734.69,136.73,213.03,2810.99
ORD000577,cust0036@example.com,SHOP006,ADDR0044A,cancelled,2026-07-04T21:11:18+00:00,GBP,8800.72,0.00,721.66,9522.38
ORD000578,cust0073@example.com,SHOP003,ADDR0128A,paid,2025-07-21T01:54:02+00:00,USD,1533.87,76.69,119.49,1576.67
ORD000579,cust0172@example.com,SHOP006,ADDR0075A,paid,2025-03-22T13:28:49+00:00,EUR,5489.12,274.46,427.60,5642.26
ORD000580,cust0029@example.com,SHOP006,ADDR0170A,paid,2026-02-20T16:47:42+00:00,EUR,6214.28,310.71,484.09,6387.66
ORD000581,cust0118@example.com,SHOP007,ADDR0036B,paid,2026-03-11T13:09:01+00:00,EUR,5326.38,266.32,414.92,5474.98
ORD000582,cust0089@example.com,SHOP005,ADDR0151A,paid,2025-09-19T01:32:40+00:00,GBP,1914.91,95.75,149.17,1968.33
ORD000583,cust0096@example.com,SHOP006,ADDR0170A,paid,2026-05-15T19:34:05+00:00,EUR,5219.57,260.98,406.60,5365.19
ORD000584,cust0111@example.com,SHOP002,ADDR0174A,paid,2025-09-14T04:26:58+00:00,EUR,6254.01,312.70,487.19,6428.50
ORD000585,cust0069@example.com,SHOP005,ADDR0159A,cancelled,2025-09-06T16:30:17+00:00,EUR,3152.20,0.00,258.48,3410.68
ORD000586,cust0159@example.com,SHOP005,ADDR0022B,paid,2025-06-23T13:40:32+00:00,GBP,6078.63,303.93,473.53,6248.23
ORD000587,cust0095@example.com,SHOP003,ADDR0179A,paid,2026-04-14T01:00:18+00:00,GBP,6734.59,336.73,524.62,6922.48
